รหัสการสั่งซื้อ,สถานะการสั่งซื้อ,เลขที่คำสั่งซื้อ,เวลาที่สั่งซื้อ,เวลาที่สั่งซื้อสำเร็จ,เวลาคลิก,ชื่อร้านค้า,ID ร้านค้า,ประเภทของร้านค้า,รหัสรายการสินค้า,ชื่อรายการสินค้า,เลขที่ โมเดล,ประเภทสินค้า,เลขที่โปรโมชั่น,L1 หมวดหมู่สากล,L2 หมวดหมู่สากล,L3 หมวดหมู่สากล,ราคา(฿),จำนวน,ประเภทข้อเสนอ,พาร์ทเนอร์ในแคมเปญ,มูลค่าซื้อ(฿),จำนวนเงินคืน(฿),อัตราคอมมิชชั่นช้อปปี้ของสินค้า,ค่าคอมมิชชั่นของช้อปปี้ต่อชิ้น(฿),อัตราคอมมิชชั่นร้านค้าของสินค้า,ค่าคอมมิชชั่นของแบรนด์์ต่อชิ้น(฿),คอมมิชชั่นสินค้าโดยรวม(฿),คอมมิชชั่นคำสั่งซื้อจาก Shopee(฿),คอมมิชชั่นคำสั่งซื้อจากผู้ขาย(฿),คอมมิชชั่นคำสั่งซื้อโดยรวม(฿),ชื่อ MCN ที่ผูกไว้,รหัสสัญญา MCN,อัตราค่าบริการ MCN,ค่าบริการ MCN(฿),อัตราค่าคอมมิชชั่นของพาร์ทเนอร์ตามข้อตกลง,ค่าคอมมิชชั่นสุทธิ(฿),สถานะสินค้า Affiliate,หมายเหตุสินค้า,ประเภทการแจกจ่าย,สถานะของผู้ซื้อ,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,ช่องทาง
250908VPVQKUS9,รอดำเนินการ,210986659282566,2025-09-08 06:24:19,,2025-09-08 05:31:31,Dr.Sleep_official,815633021,Shopee Mall(Non-CB),20822238893,Dr.Sleep - Sleep Helper นอนกรน แก้นอนกรน แผ่นแปะจมูก นอนกัดฟัน กันกรน แก้กรน ลดกรน,201165631842,Normal Product,,กลุ่มผลิตภัณฑ์เพื่อสุขภาพ,เครื่องมือและอุปกรณ์ในการดูแลสุขภาพ,ผลิตภัณฑ์ดูแลโพรงจมูก,90,2,คอมมิชชั่นจาก Shopee,,180,,1.50%,2.7,0.00%,0,2.7,2.7,0,2.7,,0,0.00%,0,100.00%,2.7,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m56Fazzi0830,,Facebook
250908VPN0JRDB,รอดำเนินการ,210986400257274,2025-09-08 06:20:01,,2025-09-08 05:53:05,Basesu digital.authorized.shop,80716556,Shopee Mall(Non-CB),8415998238,Baseus หัวชาร์จ+สายชาร์จไอโฟน Super Si Quick Charger 1C 20W CN Sets  หัวชาร์จเร็วไอโฟน Type-c To IP,126430494743,Normal Product,,มือถือและอุปกรณ์เสริม,อุปกรณ์เสริม,สายชาร์จและตัวแปลง,395,1,คอมมิชชั่นจากร้านค้า,,355,,1.50%,5.325,9.00%,0,5.325,7.335,0,7.335,,0,0.00%,0,100.00%,7.335,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01KFdika0520,,Facebook
250908VPN0JRDB,รอดำเนินการ,210986400257274,2025-09-08 06:20:01,,2025-09-08 05:53:05,Basesu digital.authorized.shop,80716556,Shopee Mall(Non-CB),26974145990,Baseus สายชาร์จเร็ว TypeC to Ip 20W  Fast Charging สายชาร์จ ชาร์จเร็ว Quick charge,79512623164,Normal Product,,มือถือและอุปกรณ์เสริม,อื่นๆ,,149,1,คอมมิชชั่นจากร้านค้า,,134,,1.50%,2.01,9.00%,0,2.01,0,0,0,,0,0.00%,0,100.00%,0,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01KFdika0520,,Facebook
250908VPEJHSVX,รอดำเนินการ,210986184214096,2025-09-08 06:16:24,,2025-09-08 05:53:02,aidderse.th,455591918,Preferred(CB),26806133652,COD💌💌ผ้าคลุมผม ผลไม้ พิมพ์ กลวง ผ้าโพกหัว Insสไตล์เกาหลี แฟชั่นสําหรับผู้หญิง ถัก การออกแบบ Dopamine-Aidderse,98966200992,Normal Product,,เครื่องประดับ,เครื่องประดับผม,ที่คาดผม,35,1,คอมมิชชั่นจากร้านค้า,,34,,1.75%,0.595,15.00%,0,0.595,0.595,0,0.595,,0,0.00%,0,100.00%,0.595,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01kaofangMeow0303,,Facebook
250908VPB13R54,รอดำเนินการ,210986065262124,2025-09-08 06:14:26,,2025-09-08 06:10:43,j&j《♡》shop,143558029,Preferred(Non-CB),40700459132,((1แถม1=2กระสอบ))ดีว่าซีพลัสคอลลาเจน วิตมินซี1000มก.,188514289280,Normal Product,,กลุ่มผลิตภัณฑ์เพื่อสุขภาพ,อาหารเสริม,อาหารเสริมเพื่อความงาม,143,1,คอมมิชชั่นจาก Shopee,,128,,1.50%,1.92,0.00%,0,1.92,1.92,0,1.92,,0,0.00%,0,100.00%,1.92,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m06Nasa1228,,Facebook
250908VP7GJJMR,รอดำเนินการ,210985947261726,2025-09-08 06:12:27,,2025-09-08 06:09:13,9STORE BY CATZA MEOW Official,289705092,C2C(Non-CB),14283000817,MEOW ทรายแมวเต้าหู้ 10 ลิตร / ทรายแมวมันเต้า MEOW ออแกนิก 100% ทิ้งชักโครกได้,240008957290,Normal Product,,สัตว์เลี้ยง,ห้องน้ำและทราย,ทรายแมวและกระบะทรายแมว,165,1,คอมมิชชั่นจากร้านค้า,,140,,1.75%,2.45,8.00%,11.2,13.65,2.45,11.2,13.65,,0,0.00%,0,100.00%,13.65,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,สั่งซื้อในร้านค้าเดียวกัน,ที่มีอยู่,2599adboostco,paris,mng,m01kaofangMeow0303,,Facebook
250908VP27QAWC,รอดำเนินการ,210985770208354,2025-09-08 06:09:30,,2025-09-08 06:06:25,TH -Shop,718606161,Preferred(Non-CB),21162788771,ชุดอุปกรณ์ตัดขนสุนัข ปัตตาเลี่ยนตัดขนสัตว์เลี้ยง ที่ตัดขนแมว ที่ตัดขนหมา 4in1 pet trimmer hairclipper พร้อมหัวที่่กรอเล็,221284404366,Normal Product,,สัตว์เลี้ยง,อุปกรณ์ทำความสะอาดและตกแต่งขน,อุปกรณ์ดูแลขนสัตว์เลี้ยง,295,1,คอมมิชชั่นจากร้านค้า,,249,,1.75%,4.3575,4.00%,9.96,14.3175,4.3575,9.96,14.3175,,0,0.00%,0,100.00%,14.3175,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,สั่งซื้อในร้านค้าเดียวกัน,ที่มีอยู่,2599adboostco,paris,mng,m01PetKit0520,,Facebook
250908VNTU6VWE,รอดำเนินการ,210985522203892,2025-09-08 06:05:22,,2025-09-08 06:02:40,JamWow Store,346942397,Preferred(Non-CB),25630445419,ชุดนอน ชุดนอนกระโปรง ไซส์ใหญ่ 6XL อก 52 นิ้ว,241042272436,Normal Product,,เสื้อผ้าผู้หญิง,ชุดนอน,ชุดนอนกระโปรง,99,1,คอมมิชชั่นจาก Shopee,,88,,1.50%,1.32,0.00%,0,1.32,3.975,0,3.975,,0,0.00%,0,100.00%,3.975,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m56Fazzi0830,,Facebook
250908VNTU6VWE,รอดำเนินการ,210985522203892,2025-09-08 06:05:22,,2025-09-08 06:02:40,JamWow Store,346942397,Preferred(Non-CB),25630445419,ชุดนอน ชุดนอนกระโปรง ไซส์ใหญ่ 6XL อก 52 นิ้ว,241042272444,Normal Product,,เสื้อผ้าผู้หญิง,ชุดนอน,ชุดนอนกระโปรง,99,1,คอมมิชชั่นจาก Shopee,,89,,1.50%,1.335,0.00%,0,1.335,0,0,0,,0,0.00%,0,100.00%,0,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m56Fazzi0830,,Facebook
250908VNTU6VWE,รอดำเนินการ,210985522203892,2025-09-08 06:05:22,,2025-09-08 06:02:40,JamWow Store,346942397,Preferred(Non-CB),25630445419,ชุดนอน ชุดนอนกระโปรง ไซส์ใหญ่ 6XL อก 52 นิ้ว,295637610136,Normal Product,,เสื้อผ้าผู้หญิง,ชุดนอน,ชุดนอนกระโปรง,99,1,คอมมิชชั่นจาก Shopee,,88,,1.50%,1.32,0.00%,0,1.32,0,0,0,,0,0.00%,0,100.00%,0,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m56Fazzi0830,,Facebook
250908VNSJ6QEK,รอดำเนินการ,210985479206699,2025-09-08 06:04:39,,2025-09-08 05:40:06,Super Candy,1553543983,C2C(Non-CB),40758281261,SuperCandy🌷เสื้อยืดคอวีโอเวอร์ไซด์ style เสื้อยืดแขนสั้น สำหรับผู้หญิง ทำจากผ้าฝ้ายลินินและผ้าไหมน้ำแข็ง ทรงหลวม,295698322273,Normal Product,,เสื้อผ้าผู้หญิง,เสื้อ,เสื้อยืด,84,1,คอมมิชชั่นจาก Shopee,,84,,1.50%,1.26,0.00%,0,1.26,1.26,0,1.26,,0,0.00%,0,100.00%,1.26,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01kaofangMeow0303,,Facebook
250908VNMTJHBK,รอดำเนินการ,210985320213793,2025-09-08 06:01:59,,2025-09-08 05:59:13,Satellite,295717564,Preferred(Non-CB),5650736040,【รับประกัน30ปี】ไฟโซล่าเซลล์ กันน้ำกลางแจ้ง ป้องกันฟ้าผ่า Solar light สว่างอัตโนมัติเมื่อฟ้ามืด,60881334342,Normal Product,367767283249167_0_0,เครื่องใช้ในบ้าน,โคมไฟและอุปกรณ์ให้แสงสว่าง,,88,1,คอมมิชชั่นจากร้านค้า,,85,,1.50%,1.275,10.00%,0,1.275,1.275,0,1.275,,0,0.00%,0,100.00%,1.275,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m56ProwaVDO0905,,Facebook
250908VNMTJHBK,รอดำเนินการ,210985320213793,2025-09-08 06:01:59,,2025-09-08 05:59:13,Satellite,295717564,Preferred(Non-CB),28307011652,บรรจุภัณฑ์คอลัมน์ฟอง ทำให้ผลิตภัณฑ์ไม่เสียหายอีกต่อไป ทนทาน ต่อต้านความเครียด สะดวกและปลอดภัย,223067348502,Normal Product,367767283249167_0_0,เครื่องใช้ในบ้าน,โคมไฟและอุปกรณ์ให้แสงสว่าง,,0,1,คอมมิชชั่นจากร้านค้า,,0,,1.50%,0,7.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m56ProwaVDO0905,,Facebook
250908VNMTJHBK,รอดำเนินการ,210985320213793,2025-09-08 06:01:59,,2025-09-08 05:59:13,Satellite,295717564,Preferred(Non-CB),40807283646,🚀พร้อมส่ง🚀การ์ตูนสร้างสรรค์นักบินอวกาศ Keyfob น่ารักนักบินอวกาศน้อยพวงกุญแจกระเป๋าจี้อุปกรณ์เสริมของขวัญเล็ก ๆ น้อย ๆ,290617006045,Normal Product,367767283249167_0_0,งานอดิเรกและของสะสม,ของที่ระลึก,พวงกุญแจ,0,1,คอมมิชชั่นจากร้านค้า,,0,,1.50%,0,7.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m56ProwaVDO0905,,Facebook
250908VNHGRJ7Y,รอดำเนินการ,210985209268115,2025-09-08 06:00:09,,2025-09-06 02:48:29,BaLd00,1088395802,C2C(Non-CB),41951101609,ที่ครอบรองเท้ากันฝน ถุงคลุมรองเท้า แบบใช้แล้วทิ้ง สีฟ้า สีขาว ทำจากวัสดุPEอย่างหนา ถุงเท้ากันน้ำ ทรงยาว กันน้ำ กันฝุ่น,290087803167,Normal Product,0_306443157180863_1,รองเท้าผู้หญิง,รองเท้าบูท,รองเท้าบูทกันฝน,26.5,2,คอมมิชชั่นจากร้านค้า,,51,,2.00%,1.02,7.00%,0,1.02,1.02,0,1.02,,0,0.00%,0,100.00%,1.02,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m56ProwaVDO0905,,Facebook
250908VN8JNXKY,สำเร็จ,210984909280743,2025-09-08 05:55:10,2025-09-10 14:23:17,2025-09-08 05:54:14,PROFILM,237954961,Preferred(Non-CB),20478849540,สเปรย์เคลือบเงา พรีเมี่ยม เคลือบพลาสติก เคลือบสีรถ เคลือบยางดำ เคลือบเบาะคอนโซล PROWAX PREMIUMWAX,127554691920,Normal Product,,รถยนต์ อะไหล่และอุปกรณ์เสริมรถยนต์,ผลิตภัณฑ์ดูแลรถยนต์,ผลิตภัณฑ์ล้างและเคลือบเงารถยนต์,299,1,คอมมิชชั่นจากร้านค้า,,269,,1.75%,4.7075,20.00%,53.8,58.5075,4.7075,53.8,58.5075,,0,0.00%,0,100.00%,58.5075,สำเร็จ,,สั่งซื้อในร้านค้าเดียวกัน,ที่มีอยู่,2599adboostco,paris,mng,m56ProwaVDO0905,,Facebook
250908VMW3FMR2,รอดำเนินการ,210984524240803,2025-09-08 05:48:45,,2025-09-08 05:37:35,_MB SHOP,84210927,Preferred(Non-CB),27174968848,12 คู่ Socksy ถุงเท้านักเรียน ถุงเท้าขาวพื้นเทากันลื่น มีปุ่มกันลื่นถึง300ปุ่ม รุ่น BN140,257572546189,Normal Product,,เสื้อผ้าผู้หญิง,ถุงเท้า และถุงน่อง,ถุงเท้า,179,1,คอมมิชชั่นจากร้านค้า,,161,,1.50%,2.415,7.00%,0,2.415,2.415,0,2.415,,0,0.00%,0,100.00%,2.415,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01kaofangMeow0303,,Facebook
250908VMUE3YMQ,รอดำเนินการ,210984468292459,2025-09-08 05:47:48,,2025-09-08 05:46:40,Dika Mall,612712702,Preferred(Non-CB),28682564163,Dika 2 ชิ้นของเครื่องประดับตกแต่งหมีสำหรับหมวกกันน็อคมอเตอร์ไซค์สี เหมาะสำหรับมอเตอร์ไซค์และจักรยาน,167096436404,Normal Product,368347514875922_0_0,รถมอเตอร์ไซค์ อะไหล่และอุปกรณ์เสริมมอเตอร์ไซค์,หมวกกันน็อคและอุปกรณ์สวมใส่สำหรับขับขี่,,0,1,คอมมิชชั่นจากร้านค้า,,0,,1.75%,0,8.00%,0,0,9.0475,41.36,50.4075,,0,0.00%,0,100.00%,50.4075,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,สั่งซื้อในร้านค้าเดียวกัน,ที่มีอยู่,2599adboostco,paris,mng,m01KFdika0520,,Facebook
250908VMUE3YMQ,รอดำเนินการ,210984468292459,2025-09-08 05:47:48,,2025-09-08 05:46:40,Dika Mall,612712702,Preferred(Non-CB),21491624016,DIKA หมวกกันน็อค แว่น2ชั้น หมวกกันน็อคเต็มใบ สามารถเปิดคางได้ Motorcycle Helmet  ปลอดภัย กันน้ำ,204488838464,Normal Product,368347514875922_0_0,รถมอเตอร์ไซค์ อะไหล่และอุปกรณ์เสริมมอเตอร์ไซค์,หมวกกันน็อคและอุปกรณ์สวมใส่สำหรับขับขี่,,578,1,คอมมิชชั่นจากร้านค้า,,517,,1.75%,9.0475,8.00%,41.36,50.4075,0,0,0,,0,0.00%,0,100.00%,0,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,สั่งซื้อในร้านค้าเดียวกัน,ที่มีอยู่,2599adboostco,paris,mng,m01KFdika0520,,Facebook
250908VMNFCPQR,สำเร็จ,210984268298722,2025-09-08 05:44:28,2025-09-09 08:44:16,2025-09-08 05:41:13,อุปกรณ์ต่อพ่วงในรถยนต์,86647745,C2C(Non-CB),27376501795,ก้านปัดน้ำฝนใบปัดน้ำฝนตรงรุ่น TOYOTA ALTIS อัลติส ตั้งแต่ ปี 2001-2007 1ก่ลอง2ใบพร้อมยางพร้อมใช้งาน,166972001446,Normal Product,,รถยนต์ อะไหล่และอุปกรณ์เสริมรถยนต์,ชิ้นส่วนอะไหล่รถยนต์,ที่ปัดน้ำฝน และตัวชะล้าง,82,1,คอมมิชชั่นจากร้านค้า,,82,,1.75%,1.435,9.00%,0,1.435,1.435,0,1.435,,0,0.00%,0,100.00%,1.435,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01FahRain0805,,Facebook
250908VMJ6E219,สำเร็จ,210984158246664,2025-09-08 05:42:39,2025-09-09 14:09:28,2025-09-08 05:41:20,TH -Shop,718606161,Preferred(Non-CB),21162788771,ชุดอุปกรณ์ตัดขนสุนัข ปัตตาเลี่ยนตัดขนสัตว์เลี้ยง ที่ตัดขนแมว ที่ตัดขนหมา 4in1 pet trimmer hairclipper พร้อมหัวที่่กรอเล็,184126265125,Normal Product,,สัตว์เลี้ยง,อุปกรณ์ทำความสะอาดและตกแต่งขน,อุปกรณ์ดูแลขนสัตว์เลี้ยง,270,1,คอมมิชชั่นจากร้านค้า,,227,,1.75%,3.9725,4.00%,9.08,13.0525,3.9725,9.08,13.0525,,0,0.00%,0,100.00%,13.0525,สำเร็จ,,สั่งซื้อในร้านค้าเดียวกัน,ที่มีอยู่,2599adboostco,paris,mng,m01PetKit0520,,Facebook
250908VMF38U9B,สำเร็จ,210984054263781,2025-09-08 05:40:55,2025-09-10 21:12:55,2025-09-08 05:36:14,บรรจงสร้าง เทรดดิ้ง,1220988116,Preferred(Non-CB),29552600936,(1 ชิ้น) กาวร้อน กาวร้อนญี่ปุ่นอย่างดี เอนกประสงค์ TH-5 ขนาด 20 กรัม,236436101642,Normal Product,,เครื่องเขียน,อุปกรณ์สำนักงานและโรงเรียน,กาว,9,2,คอมมิชชั่นจาก Shopee,,18,,1.75%,0.315,0.00%,0,0.315,0.69,0,0.69,,0,0.00%,0,100.00%,0.69,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m56ProwaVDO0905,,Facebook
250908VMF38U9B,สำเร็จ,210984054263781,2025-09-08 05:40:55,2025-09-10 21:12:55,2025-09-08 05:36:14,บรรจงสร้าง เทรดดิ้ง,1220988116,Preferred(Non-CB),28453852595,"(1 ชิ้น) ตลับเมตร หุ้มยาง ขนาด 3.5 เมตร, 5 เมตร, 7.5 เมตร, 10 เมตร (คละสี)",195201913063,Normal Product,,เครื่องใช้ในบ้าน,เครื่องมือและอุปกรณ์ปรับปรุงบ้าน,เครื่องมือช่าง,26,1,คอมมิชชั่นจาก Shopee,,25,,1.50%,0.375,0.00%,0,0.375,0,0,0,,0,0.00%,0,100.00%,0,สำเร็จ,,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m56ProwaVDO0905,,Facebook
250908VMEK09HV,สำเร็จ,210984037208744,2025-09-08 05:40:37,2025-09-09 16:32:01,2025-09-08 05:22:27,PROFILM,237954961,Preferred(Non-CB),20478849540,สเปรย์เคลือบเงา พรีเมี่ยม เคลือบพลาสติก เคลือบสีรถ เคลือบยางดำ เคลือบเบาะคอนโซล PROWAX PREMIUMWAX,127554691921,Normal Product,,รถยนต์ อะไหล่และอุปกรณ์เสริมรถยนต์,ผลิตภัณฑ์ดูแลรถยนต์,ผลิตภัณฑ์ล้างและเคลือบเงารถยนต์,119,1,คอมมิชชั่นจากร้านค้า,,107,,1.75%,1.8725,20.00%,21.4,23.2725,1.8725,21.4,23.2725,,0,0.00%,0,100.00%,23.2725,สำเร็จ,,สั่งซื้อในร้านค้าเดียวกัน,ที่มีอยู่,2599adboostco,paris,mng,m56ProwaVDO0905,,Facebook
250908VMBD0210,รอดำเนินการ,210983930244152,2025-09-08 05:38:51,,2025-09-08 05:31:03,ANNARIN SHOP,318523751,C2C(Non-CB),21193828559,Knorr ผงมันฝรั่งบดละเอียดขนาด 500กรัม KNORR POTATO FLACK 500G,167896750629,Normal Product,,อาหารและเครื่องดื่ม,วัตถุดิบ,อาหารแห้ง,189,1,คอมมิชชั่นจาก Shopee,,154,,1.75%,2.695,0.00%,0,2.695,2.695,0,2.695,,0,0.00%,0,100.00%,2.695,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01kaofangMeow0303,,Facebook
250908VM9X8BV2,รอดำเนินการ,210983991258767,2025-09-08 05:38:02,,2025-09-08 05:29:38,Rinda Shop,7801439,Preferred(Non-CB),1970621692,ฝักบัวหิน 6นิ้ว แรงดันสูง หินกรองสิ่งสกปรก หน้ากว้าง,13160309145,Normal Product,,เครื่องใช้ในบ้าน,ห้องน้ำ,ฝักบัว ก็อกน้ำ,99,1,คอมมิชชั่นจากร้านค้า,,99,,1.50%,1.485,4.00%,0,1.485,1.485,0,1.485,,0,0.00%,0,100.00%,1.485,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01kaofangMeow0303,,Facebook
250908VM60DTA3,รอดำเนินการ,210983749295103,2025-09-08 05:35:49,,2025-09-08 05:26:03,ห้องโถงเสื้อผ้าผู้ชายแปลกใหม่,340902254,C2C(Non-CB),13270634755,เสื้อยืดผู้ชายคลาสสิกแขนเจ็ดจุดสี่สีลายที่แตกต่างกันสำหรับฉากที่แตกต่างกันธุรกิจลำลองที่จำเป็น,141854754655,Normal Product,,เสื้อผ้าผู้ชาย,เสื้อ,เสื้อเชิ้ต,255,1,คอมมิชชั่นจากร้านค้า,,204,,1.75%,3.57,7.00%,0,3.57,8.505,0,8.505,,0,0.00%,0,100.00%,8.505,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01FahRain0805,,Facebook
250908VM60DTA3,รอดำเนินการ,210983749295103,2025-09-08 05:35:49,,2025-09-08 05:26:03,ห้องโถงเสื้อผ้าผู้ชายแปลกใหม่,340902254,C2C(Non-CB),15608827434,✢✇❆ เสื้อสเวตเตอร์กันหนาวผู้ชายย้อนยุค ins สไตล์ฮ่องกงฤดูหนาว แจ็คเก็ตหลวม สไตล์คาร์ดิแกน,150401212198,Normal Product,,เสื้อผ้าผู้ชาย,สเวตเตอร์และคาร์ดิแกน,,353,1,คอมมิชชั่นจากร้านค้า,,282,,1.75%,4.935,7.00%,0,4.935,0,0,0,,0,0.00%,0,100.00%,0,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01FahRain0805,,Facebook
250908VM3DDMYE,รอดำเนินการ,210983662255595,2025-09-08 05:34:22,,2025-09-08 05:17:53,zsiga.th,1277887461,C2C(CB),26888249281,โบว์แมวน่ารัก Avatar เหมาะสําหรับ iPhone 16 14ProMax 13Pro 15plus 12ProMax 11ProMax 15Pro 16Pro 13ProMax 15ProMax 16plus 14Pro โ,275593205661,Normal Product,,มือถือและอุปกรณ์เสริม,อุปกรณ์เสริม,เคสมือถือและแท็บเล็ต,37,1,คอมมิชชั่นจากร้านค้า,,31,,1.50%,0.465,2.00%,0,0.465,1.335,0,1.335,,0,0.00%,0,100.00%,1.335,รอดำเนินการ,สถานะของสินค้านี้คือ อยู่ระหว่างดำเนินการ คอมมิชชั่นจะถูกคำนวณเพื่อจ่ายหลังสถานะเป็นสำเร็จแล้วเท่านั้น,คำสั่งซื้อจากร้านค้าต่างกัน,ที่มีอยู่,2599adboostco,paris,mng,m01KFdika0520,,Facebook
